"","year","state","class","export","import","export_share","import_share"
"353","2015","North Dakota","Stone / Glass",0,97.49,"0.00%","3.11%"
"354","2015","North Dakota","Top 25",2827.54,1183.12,"70.21%","37.71%"
"355","2015","North Dakota","World",4027.22,3137.36,"100.00%","100.00%"
"356","2015","Ohio","Chemicals & Allied Industries",1007.85,3014.56,"1.97%","4.37%"
"357","2015","Ohio","Food and live animals",2033.43,0,"3.97%","0.00%"
"358","2015","Ohio","Machinery /Electrical/ Transportation",14193.25,8932.39,"27.69%","12.95%"
"359","2015","Ohio","Metals",0,934.64,"0.00%","1.36%"
"360","2015","Ohio","Mineral Products",0,2018.88,"0.00%","2.93%"
"361","2015","Ohio","Miscellaneous",275.58,1261.9,"0.54%","1.83%"
"362","2015","Ohio","Plastics / Rubbers",316.37,816.09,"0.62%","1.18%"
"363","2015","Ohio","Textiles",0,1352.54,"0.00%","1.96%"
"364","2015","Ohio","Top 25",17826.49,18330.99,"34.78%","26.58%"
"365","2015","Ohio","World",51261.86,68961.33,"100.00%","100.00%"
"366","2015","Oklahoma","Chemicals & Allied Industries",158.62,0,"3.02%","0.00%"
"367","2015","Oklahoma","Food and live animals",156.48,0,"2.98%","0.00%"
"368","2015","Oklahoma","Footwear / Headgear",0,60.18,"0.00%","0.55%"
"369","2015","Oklahoma","Machinery /Electrical/ Transportation",1493.1,1766.93,"28.44%","16.04%"
"370","2015","Oklahoma","Metals",0,142.69,"0.00%","1.30%"
"371","2015","Oklahoma","Mineral Products",18.7,3550.46,"0.36%","32.23%"
"372","2015","Oklahoma","Miscellaneous",0,162.67,"0.00%","1.48%"
"373","2015","Oklahoma","Textiles",37.86,0,"0.72%","0.00%"
"374","2015","Oklahoma","Top 25",1864.76,5682.94,"35.51%","51.59%"
"375","2015","Oklahoma","World",5250.68,11015.37,"100.00%","100.00%"
"376","2015","Oregon","Chemicals & Allied Industries",1060.77,739.22,"5.29%","4.99%"
"377","2015","Oregon","Food and live animals",1256.45,0,"6.26%","0.00%"
"378","2015","Oregon","Footwear / Headgear",193.22,0,"0.96%","0.00%"
"379","2015","Oregon","Machinery /Electrical/ Transportation",9131.13,3954.18,"45.53%","26.68%"
"380","2015","Oregon","Metals",63.76,231.1,"0.32%","1.56%"
"381","2015","Oregon","Mineral Products",0,23.58,"0.00%","0.16%"
"382","2015","Oregon","Miscellaneous",112.94,66.11,"0.56%","0.45%"
"383","2015","Oregon","Plastics / Rubbers",0,231.83,"0.00%","1.56%"
"384","2015","Oregon","Top 25",11924.49,5590.17,"59.45%","37.72%"
"385","2015","Oregon","Wood & Wood Products",106.22,344.15,"0.53%","2.32%"
"386","2015","Oregon","World",20057.33,14821.74,"100.00%","100.00%"
"387","2015","Pennsylvania","Chemicals & Allied Industries",2333.77,12379.23,"5.92%","15.51%"
"388","2015","Pennsylvania","Food and live animals",0,439.37,"0.00%","0.55%"
"389","2015","Pennsylvania","Machinery /Electrical/ Transportation",4210.8,12052.2,"10.68%","15.10%"
"390","2015","Pennsylvania","Metals",198.13,391.16,"0.50%","0.49%"
"391","2015","Pennsylvania","Mineral Products",2034.32,3757.99,"5.16%","4.71%"
"392","2015","Pennsylvania","Miscellaneous",537.82,1224.28,"1.36%","1.53%"
"393","2015","Pennsylvania","Plastics / Rubbers",319.73,651.63,"0.81%","0.82%"
"394","2015","Pennsylvania","Stone / Glass",165.83,147.25,"0.42%","0.18%"
"395","2015","Pennsylvania","Textiles",0,664.41,"0.00%","0.83%"
"396","2015","Pennsylvania","Top 25",9800.41,31707.56,"24.85%","39.73%"
"397","2015","Pennsylvania","World",39439.36,79803.81,"100.00%","100.00%"
"398","2015","Rhode Island","Chemicals & Allied Industries",64.56,24.76,"3.03%","0.30%"
"399","2015","Rhode Island","Food and live animals",9.33,0.03,"0.44%","0.00%"
"400","2015","Rhode Island","Machinery /Electrical/ Transportation",107.93,3788.32,"5.06%","45.99%"
"401","2015","Rhode Island","Metals",139.29,0,"6.53%","0.00%"
"402","2015","Rhode Island","Mineral Products",0,988.82,"0.00%","12.00%"
"403","2015","Rhode Island","Miscellaneous",11.22,548.72,"0.53%","6.66%"
"404","2015","Rhode Island","Plastics / Rubbers",42.52,0,"1.99%","0.00%"
"405","2015","Rhode Island","Stone / Glass",524.82,358.62,"24.61%","4.35%"
"406","2015","Rhode Island","Textiles",14.41,0,"0.68%","0.00%"
"407","2015","Rhode Island","Top 25",918.39,5709.29,"43.06%","69.31%"
"408","2015","Rhode Island","Transportation",4.33,0,"0.20%","0.00%"
"409","2015","Rhode Island","World",2132.71,8237.27,"100.00%","100.00%"
"410","2015","South Carolina","Chemicals & Allied Industries",0,900.94,"0.00%","2.31%"
"411","2015","South Carolina","Food and live animals",229.27,354.56,"0.74%","0.91%"
"412","2015","South Carolina","Footwear / Headgear",0,151.92,"0.00%","0.39%"
"413","2015","South Carolina","Machinery /Electrical/ Transportation",15718.24,9366.51,"50.67%","23.99%"
"414","2015","South Carolina","Miscellaneous",286.02,0,"0.92%","0.00%"
"415","2015","South Carolina","Plastics / Rubbers",1363.86,1019.39,"4.40%","2.61%"
"416","2015","South Carolina","Textiles",0,175.85,"0.00%","0.45%"
"417","2015","South Carolina","Top 25",18113.31,11969.13,"58.39%","30.66%"
"418","2015","South Carolina","Wood & Wood Products",515.91,0,"1.66%","0.00%"
"419","2015","South Carolina","World",31021.19,39044.27,"100.00%","100.00%"
"420","2015","South Dakota","Chemicals & Allied Industries",0,23.13,"0.00%","2.03%"
"421","2015","South Dakota","Food and live animals",458.46,218.84,"32.27%","19.19%"
"422","2015","South Dakota","Machinery /Electrical/ Transportation",237.21,131.62,"16.70%","11.54%"
"423","2015","South Dakota","Metals",0,18.44,"0.00%","1.62%"
"424","2015","South Dakota","Mineral Products",35.5,18.28,"2.50%","1.60%"
"425","2015","South Dakota","Miscellaneous",0,9.16,"0.00%","0.80%"
"426","2015","South Dakota","Plastics / Rubbers",11.65,0,"0.82%","0.00%"
"427","2015","South Dakota","Top 25",742.8,451.05,"52.29%","39.55%"
"428","2015","South Dakota","Wood & Wood Products",0,31.57,"0.00%","2.77%"
"429","2015","South Dakota","World",1420.51,1140.57,"100.00%","100.00%"
"430","2015","Tennessee","Chemicals & Allied Industries",969.11,6893.97,"2.97%","8.96%"
"431","2015","Tennessee","Food and live animals",690.74,0,"2.12%","0.00%"
"432","2015","Tennessee","Footwear / Headgear",0,485.55,"0.00%","0.63%"
"433","2015","Tennessee","Machinery /Electrical/ Transportation",7535.8,24346.25,"23.10%","31.63%"
"434","2015","Tennessee","Miscellaneous",3044.56,1567.71,"9.33%","2.04%"
"435","2015","Tennessee","Plastics / Rubbers",618.78,0,"1.90%","0.00%"
"436","2015","Tennessee","Stone / Glass",103.12,0,"0.32%","0.00%"
"437","2015","Tennessee","Textiles",693.94,0,"2.13%","0.00%"
"438","2015","Tennessee","Top 25",13883.91,33293.49,"42.57%","43.25%"
"439","2015","Tennessee","Wood & Wood Products",227.82,0,"0.70%","0.00%"
"440","2015","Tennessee","World",32616.85,76983.88,"100.00%","100.00%"
"441","2015","Texas","Chemicals & Allied Industries",3708.88,664.11,"1.49%","0.26%"
"442","2015","Texas","Machinery /Electrical/ Transportation",40224.5,65865.3,"16.17%","26.12%"
"443","2015","Texas","Metals",0,1453.52,"0.00%","0.58%"
"444","2015","Texas","Mineral Products",54915.56,44577.89,"22.07%","17.68%"
"445","2015","Texas","Miscellaneous",0,1927.52,"0.00%","0.76%"
"446","2015","Texas","Plastics / Rubbers",5255.24,0,"2.11%","0.00%"
"447","2015","Texas","Textiles",1357.79,0,"0.55%","0.00%"
"448","2015","Texas","Top 25",105461.96,114488.31,"42.39%","45.40%"
"449","2015","Texas","World",248780.41,252183.48,"100.00%","100.00%"
"450","2015","Utah","Chemicals & Allied Industries",515.78,49.06,"3.88%","0.41%"
"451","2015","Utah","Food and live animals",658.24,154.14,"4.95%","1.27%"
"452","2015","Utah","Footwear / Headgear",0,49.74,"0.00%","0.41%"
"453","2015","Utah","Machinery /Electrical/ Transportation",1739.26,2134.63,"13.07%","17.64%"
"454","2015","Utah","Metals",196.79,0,"1.48%","0.00%"
"455","2015","Utah","Mineral Products",250.32,0,"1.88%","0.00%"
"456","2015","Utah","Miscellaneous",689.4,252.51,"5.18%","2.09%"
"457","2015","Utah","Stone / Glass",5298.02,3097.13,"39.81%","25.59%"
"458","2015","Utah","Top 25",9347.81,5793.54,"70.24%","47.87%"
"459","2015","Utah","Wood & Wood Products",0,56.33,"0.00%","0.47%"
"460","2015","Utah","World",13307.64,12101.89,"100.00%","100.00%"
"461","2015","Vermont","Chemicals & Allied Industries",37.21,0,"1.17%","0.00%"
"462","2015","Vermont","Food and live animals",98.06,331.45,"3.09%","8.16%"
"463","2015","Vermont","Footwear / Headgear",8.14,0,"0.26%","0.00%"
"464","2015","Vermont","Machinery /Electrical/ Transportation",1948.32,921.87,"61.34%","22.69%"
"465","2015","Vermont","Mineral Products",0,1041.82,"0.00%","25.64%"
"466","2015","Vermont","Miscellaneous",139.71,31.53,"4.40%","0.78%"
"467","2015","Vermont","Plastics / Rubbers",11.25,46.03,"0.35%","1.13%"
"468","2015","Vermont","Textiles",20.34,188.92,"0.64%","4.65%"
"469","2015","Vermont","Top 25",2309.81,2621.23,"72.72%","64.52%"
"470","2015","Vermont","Wood & Wood Products",46.79,59.64,"1.47%","1.47%"
"471","2015","Vermont","World",3176.35,4062.93,"100.00%","100.00%"
"472","2015","Virginia","Chemicals & Allied Industries",254.21,22.5,"1.43%","0.09%"
"473","2015","Virginia","Food and live animals",1314.63,530.8,"7.39%","2.12%"
"474","2015","Virginia","Machinery /Electrical/ Transportation",2641.86,5423.18,"14.84%","21.63%"
"475","2015","Virginia","Mineral Products",638.58,0,"3.59%","0.00%"
"476","2015","Virginia","Miscellaneous",0,788.1,"0.00%","3.14%"
"477","2015","Virginia","Plastics / Rubbers",408.05,152.87,"2.29%","0.61%"
"478","2015","Virginia","Textiles",123.78,492.01,"0.70%","1.96%"
"479","2015","Virginia","Top 25",6166.98,7409.47,"34.64%","29.55%"
"480","2015","Virginia","Wood & Wood Products",785.88,0,"4.41%","0.00%"
"481","2015","Virginia","World",17801.08,25070.53,"100.00%","100.00%"
"482","2015","Washington","Chemicals & Allied Industries",145.07,568.24,"0.17%","1.11%"
"483","2015","Washington","Food and live animals",9841.9,885.85,"11.39%","1.73%"
"484","2015","Washington","Machinery /Electrical/ Transportation",52086.16,11300.53,"60.30%","22.10%"
"485","2015","Washington","Metals",221.72,0,"0.26%","0.00%"
"486","2015","Washington","Mineral Products",2561.17,6491.48,"2.97%","12.69%"
"487","2015","Washington","Miscellaneous",1017.79,1606.01,"1.18%","3.14%"
"488","2015","Washington","Stone / Glass",262.28,0,"0.30%","0.00%"
"489","2015","Washington","Top 25",66816.84,21303.07,"77.36%","41.66%"
"490","2015","Washington","Wood & Wood Products",680.73,450.95,"0.79%","0.88%"
"491","2015","Washington","World",86374.68,51135.45,"100.00%","100.00%"
"492","2015","West Virginia","Chemicals & Allied Industries",148.18,294.59,"2.54%","7.79%"
"493","2015","West Virginia","Machinery /Electrical/ Transportation",197.12,951.51,"3.38%","25.16%"
"494","2015","West Virginia","Metals",271.37,191.65,"4.65%","5.07%"
"495","2015","West Virginia","Mineral Products",1749.14,16.05,"29.99%","0.42%"
"496","2015","West Virginia","Miscellaneous",168.92,157.97,"2.90%","4.18%"
"497","2015","West Virginia","Plastics / Rubbers",817.98,35.41,"14.02%","0.94%"
"498","2015","West Virginia","Top 25",3399.33,1689.5,"58.28%","44.68%"
"499","2015","West Virginia","Wood & Wood Products",46.61,42.3,"0.80%","1.12%"
"500","2015","West Virginia","World",5832.74,3781.67,"100.00%","100.00%"
"501","2015","Wisconsin","Chemicals & Allied Industries",334.68,63.47,"1.49%","0.28%"
"502","2015","Wisconsin","Food and live animals",493.34,0,"2.20%","0.00%"
"503","2015","Wisconsin","Machinery /Electrical/ Transportation",2310.17,1282.15,"10.29%","5.56%"
"504","2015","Wisconsin","Mineral Products",145.01,117.29,"0.65%","0.51%"
"505","2015","Wisconsin","Miscellaneous",1227.37,873.4,"5.47%","3.79%"
"506","2015","Wisconsin","Plastics / Rubbers",211.1,119.98,"0.94%","0.52%"
"507","2015","Wisconsin","Textiles",0,818.01,"0.00%","3.55%"
"508","2015","Wisconsin","Top 25",4721.65,3702.98,"21.04%","16.07%"
"509","2015","Wisconsin","Wood & Wood Products",0,428.7,"0.00%","1.86%"
"510","2015","Wisconsin","World",22441.97,23049.39,"100.00%","100.00%"
"511","2015","Wyoming","Chemicals & Allied Industries",908.82,76.31,"77.35%","6.67%"
"512","2015","Wyoming","Food and live animals",1.05,0,"0.09%","0.00%"
"513","2015","Wyoming","Machinery /Electrical/ Transportation",35.77,51.12,"3.04%","4.47%"
"514","2015","Wyoming","Metals",0.44,7.48,"0.04%","0.65%"
"515","2015","Wyoming","Mineral Products",51.92,458.51,"4.42%","40.05%"
"516","2015","Wyoming","Miscellaneous",0.95,5.62,"0.08%","0.49%"
"517","2015","Wyoming","Stone / Glass",28.57,0,"2.43%","0.00%"
"518","2015","Wyoming","Textiles",0,0.59,"0.00%","0.05%"
"519","2015","Wyoming","Top 25",1027.55,599.64,"87.45%","52.38%"
"520","2015","Wyoming","World",1174.99,1144.86,"100.00%","100.00%"
"521","2016","Alabama","Chemicals & Allied Industries",257.23,0,"1.26%","0.00%"
"522","2016","Alabama","Food and live animals",447.78,0,"2.19%","0.00%"
"523","2016","Alabama","Machinery /Electrical/ Transportation",9451.12,7027.32,"46.17%","31.75%"
"524","2016","Alabama","Metals",586.8,221.43,"2.87%","1.00%"
"525","2016","Alabama","Mineral Products",881.38,1895.71,"4.31%","8.56%"
"526","2016","Alabama","Miscellaneous",408.54,689.57,"2.00%","3.12%"
"527","2016","Alabama","Plastics / Rubbers",463.1,88.6,"2.26%","0.40%"
"528","2016","Alabama","Top 25",13280.16,9922.62,"64.87%","44.83%"
"529","2016","Alabama","Wood & Wood Products",784.21,0,"3.83%","0.00%"
"530","2016","Alabama","World",20471.18,22133.6,"100.00%","100.00%"
"531","2016","Alaska","Chemicals & Allied Industries",0,16.78,"0.00%","0.80%"
"532","2016","Alaska","Food and live animals",1963.17,0,"45.13%","0.00%"
"533","2016","Alaska","Machinery /Electrical/ Transportation",28.28,768.43,"0.65%","36.75%"
"534","2016","Alaska","Metals",0,20.41,"0.00%","0.98%"
"535","2016","Alaska","Mineral Products",1819.55,663.25,"41.83%","31.72%"
"536","2016","Alaska","Miscellaneous",6.57,3.29,"0.15%","0.16%"
"537","2016","Alaska","Top 25",3910.3,1472.15,"89.89%","70.40%"
"538","2016","Alaska","Wood & Wood Products",92.72,0,"2.13%","0.00%"
"539","2016","Alaska","World",4350.28,2091.06,"100.00%","100.00%"
"540","2016","Arizona","Chemicals & Allied Industries",334.71,0,"1.52%","0.00%"
"541","2016","Arizona","Food and live animals",0,1688.17,"0.00%","8.59%"
"542","2016","Arizona","Machinery /Electrical/ Transportation",6403.79,4270.93,"29.10%","21.74%"
"543","2016","Arizona","Metals",0,221.98,"0.00%","1.13%"
"544","2016","Arizona","Mineral Products",2185.88,0,"9.93%","0.00%"
"545","2016","Arizona","Miscellaneous",857.55,45.42,"3.90%","0.23%"
"546","2016","Arizona","Plastics / Rubbers",158.17,0,"0.72%","0.00%"
"547","2016","Arizona","Textiles",107.11,0,"0.49%","0.00%"
"548","2016","Arizona","Top 25",10047.21,6226.5,"45.66%","31.69%"
"549","2016","Arizona","World",22003.21,19647.67,"100.00%","100.00%"
"550","2016","Arkansas","Chemicals & Allied Industries",259.42,0,"4.53%","0.00%"
"551","2016","Arkansas","Food and live animals",707.04,0,"12.36%","0.00%"
"552","2016","Arkansas","Footwear / Headgear",0,68.45,"0.00%","0.87%"
"553","2016","Arkansas","Machinery /Electrical/ Transportation",1497.33,1759.48,"26.17%","22.47%"
"554","2016","Arkansas","Metals",9.28,2.25,"0.16%","0.03%"
"555","2016","Arkansas","Miscellaneous",168.69,616.26,"2.95%","7.87%"
"556","2016","Arkansas","Plastics / Rubbers",207.21,23.86,"3.62%","0.30%"
"557","2016","Arkansas","Textiles",54.21,87.15,"0.95%","1.11%"
"558","2016","Arkansas","Top 25",3096.11,2557.42,"54.11%","32.67%"
"559","2016","Arkansas","Wood & Wood Products",192.93,0,"3.37%","0.00%"
"560","2016","Arkansas","World",5721.72,7828.88,"100.00%","100.00%"
"561","2016","California","Chemicals & Allied Industries",1981.37,0,"1.21%","0.00%"
"562","2016","California","Food and live animals",5322.97,0,"3.26%","0.00%"
"563","2016","California","Machinery /Electrical/ Transportation",32446.95,164633.78,"19.85%","40.14%"
"564","2016","California","Metals",737.26,0,"0.45%","0.00%"
"565","2016","California","Mineral Products",1614.52,15750.64,"0.99%","3.84%"
"566","2016","California","Miscellaneous",3010.05,6687.71,"1.84%","1.63%"
"567","2016","California","Stone / Glass",6435.46,0,"3.94%","0.00%"
"568","2016","California","Top 25",51548.58,187072.12,"31.54%","45.61%"
"569","2016","California","World",163438.92,410172.8,"100.00%","100.00%"
"570","2016","Colorado","Chemicals & Allied Industries",209.22,465.02,"2.76%","3.80%"
"571","2016","Colorado","Food and live animals",855.18,0,"11.28%","0.00%"
"572","2016","Colorado","Machinery /Electrical/ Transportation",882.8,2042.91,"11.65%","16.71%"
"573","2016","Colorado","Metals",76.72,0,"1.01%","0.00%"
"574","2016","Colorado","Mineral Products",57.92,1329.23,"0.76%","10.87%"
"575","2016","Colorado","Miscellaneous",678.85,652.71,"8.95%","5.34%"
"576","2016","Colorado","Plastics / Rubbers",38.49,191.65,"0.51%","1.57%"
"577","2016","Colorado","Raw Hides, Skins, Leather, & Furs",160.53,0,"2.12%","0.00%"
"578","2016","Colorado","Top 25",2959.71,4862.77,"39.04%","39.78%"
"579","2016","Colorado","Wood & Wood Products",0,181.25,"0.00%","1.48%"
"580","2016","Colorado","World",7580.72,12223.24,"100.00%","100.00%"
"581","2016","Connecticut","Chemicals & Allied Industries",146.23,0,"1.02%","0.00%"
"582","2016","Connecticut","Food and live animals",51.08,260.18,"0.35%","1.22%"
"583","2016","Connecticut","Footwear / Headgear",0,122.16,"0.00%","0.57%"
"584","2016","Connecticut","Machinery /Electrical/ Transportation",6836.39,2944.17,"47.50%","13.80%"
"585","2016","Connecticut","Metals",41.21,1067.46,"0.29%","5.00%"
"586","2016","Connecticut","Mineral Products",59.15,443.92,"0.41%","2.08%"
"587","2016","Connecticut","Miscellaneous",443.18,220.45,"3.08%","1.03%"
"588","2016","Connecticut","Stone / Glass",0,1480.03,"0.00%","6.93%"
"589","2016","Connecticut","Top 25",7577.24,6626.81,"52.64%","31.05%"
"590","2016","Connecticut","Wood & Wood Products",0,88.45,"0.00%","0.41%"
"591","2016","Connecticut","World",14393.83,21342.23,"100.00%","100.00%"
"592","2016","Delaware","Chemicals & Allied Industries",992.56,2485.06,"21.97%","32.89%"
"593","2016","Delaware","Food and live animals",191.75,768.29,"4.24%","10.17%"
"594","2016","Delaware","Machinery /Electrical/ Transportation",1327.4,120.98,"29.38%","1.60%"
"595","2016","Delaware","Metals",0,13.4,"0.00%","0.18%"
"596","2016","Delaware","Mineral Products",108.91,1796.17,"2.41%","23.77%"
"597","2016","Delaware","Miscellaneous",262.17,50.33,"5.80%","0.67%"
"598","2016","Delaware","Plastics / Rubbers",209.7,107.28,"4.64%","1.42%"
"599","2016","Delaware","Stone / Glass",0,0.02,"0.00%","0.00%"
"600","2016","Delaware","Textiles",23.02,0,"0.51%","0.00%"
"601","2016","Delaware","Top 25",3115.55,5341.52,"68.97%","70.70%"
"602","2016","Delaware","World",4517.47,7555.15,"100.00%","100.00%"
"603","2016","District of Columbia","Chemicals & Allied Industries",0,0.32,"0.00%","0.07%"
"604","2016","District of Columbia","Food and live animals",0,79.19,"0.00%","16.27%"
"605","2016","District of Columbia","Machinery /Electrical/ Transportation",635.44,9.53,"47.75%","1.96%"
"606","2016","District of Columbia","Metals",0,4.55,"0.00%","0.93%"
"607","2016","District of Columbia","Miscellaneous",377.15,39.62,"28.34%","8.14%"
"608","2016","District of Columbia","Top 25",1015.44,140.59,"76.31%","28.88%"
"609","2016","District of Columbia","Transportation",2.86,0,"0.21%","0.00%"
"610","2016","District of Columbia","Wood & Wood Products",0,7.39,"0.00%","1.52%"
"611","2016","District of Columbia","World",1330.67,486.78,"100.00%","100.00%"
"612","2016","Florida","Chemicals & Allied Industries",2628.99,807.61,"5.05%","1.10%"
"613","2016","Florida","Food and live animals",0,2598.42,"0.00%","3.53%"
"614","2016","Florida","Machinery /Electrical/ Transportation",12803.1,10245.36,"24.61%","13.92%"
"615","2016","Florida","Metals",0,333.98,"0.00%","0.45%"
"616","2016","Florida","Mineral Products",0,2230.62,"0.00%","3.03%"
"617","2016","Florida","Miscellaneous",1001.92,262.02,"1.93%","0.36%"
"618","2016","Florida","Plastics / Rubbers",433.74,0,"0.83%","0.00%"
"619","2016","Florida","Stone / Glass",2626.57,4656.46,"5.05%","6.32%"
"620","2016","Florida","Top 25",20499.18,22351.13,"39.40%","30.36%"
"621","2016","Florida","Transportation",502.13,557.04,"0.97%","0.76%"
"622","2016","Florida","Wood & Wood Products",502.72,659.63,"0.97%","0.90%"
"623","2016","Florida","World",52031.71,73624.15,"100.00%","100.00%"
"624","2016","Georgia","Chemicals & Allied Industries",271.45,4908.51,"0.76%","5.69%"
"625","2016","Georgia","Food and live animals",922.5,45.83,"2.59%","0.05%"
"626","2016","Georgia","Machinery /Electrical/ Transportation",10301.5,21118.09,"28.88%","24.50%"
"627","2016","Georgia","Metals",0,953.56,"0.00%","1.11%"
"628","2016","Georgia","Mineral Products",460.31,0,"1.29%","0.00%"
"629","2016","Georgia","Miscellaneous",688.06,2378.41,"1.93%","2.76%"
"630","2016","Georgia","Plastics / Rubbers",186.36,1512.57,"0.52%","1.75%"
"631","2016","Georgia","Textiles",641.58,0,"1.80%","0.00%"
"632","2016","Georgia","Top 25",15870.81,30916.96,"44.49%","35.86%"
"633","2016","Georgia","Wood & Wood Products",2399.06,0,"6.73%","0.00%"
"634","2016","Georgia","World",35672.84,86209.97,"100.00%","100.00%"
"635","2016","Hawaii","Chemicals & Allied Industries",2.6,0,"0.33%","0.00%"
"636","2016","Hawaii","Food and live animals",73.73,79.77,"9.27%","2.72%"
"637","2016","Hawaii","Machinery /Electrical/ Transportation",30.99,276.11,"3.90%","9.42%"
"638","2016","Hawaii","Metals",34.09,0,"4.29%","0.00%"
"639","2016","Hawaii","Mineral Products",131.26,1722.33,"16.50%","58.77%"
"640","2016","Hawaii","Miscellaneous",48.03,51.29,"6.04%","1.75%"
"641","2016","Hawaii","Raw Hides, Skins, Leather, & Furs",0,8.67,"0.00%","0.30%"
"642","2016","Hawaii","Stone / Glass",3.14,21.74,"0.39%","0.74%"
"643","2016","Hawaii","Top 25",328.66,2159.91,"41.32%","73.71%"
"644","2016","Hawaii","Wood & Wood Products",4.84,0,"0.61%","0.00%"
"645","2016","Hawaii","World",795.46,2930.45,"100.00%","100.00%"
"646","2016","Idaho","Chemicals & Allied Industries",102.16,95.96,"2.09%","2.14%"
"647","2016","Idaho","Food and live animals",216.76,105.38,"4.44%","2.35%"
"648","2016","Idaho","Machinery /Electrical/ Transportation",1534.1,2112.42,"31.46%","47.01%"
"649","2016","Idaho","Mineral Products",132.85,85.43,"2.72%","1.90%"
"650","2016","Idaho","Miscellaneous",716.69,60.24,"14.70%","1.34%"
"651","2016","Idaho","Stone / Glass",87.17,0.05,"1.79%","0.00%"
"652","2016","Idaho","Top 25",2850.51,2681.98,"58.45%","59.69%"
"653","2016","Idaho","Wood & Wood Products",60.78,222.48,"1.25%","4.95%"
"654","2016","Idaho","World",4876.94,4493.55,"100.00%","100.00%"
"655","2016","Illinois","Chemicals & Allied Industries",1983,2789.94,"3.32%","2.30%"
"656","2016","Illinois","Food and live animals",3458.85,2431.4,"5.80%","2.00%"
"657","2016","Illinois","Machinery /Electrical/ Transportation",9709.95,30810.89,"16.27%","25.36%"
"658","2016","Illinois","Metals",0,1285.54,"0.00%","1.06%"
"659","2016","Illinois","Mineral Products",2838.08,15157.85,"4.76%","12.48%"
"660","2016","Illinois","Miscellaneous",1071.67,1324.92,"1.80%","1.09%"
"661","2016","Illinois","Plastics / Rubbers",0,836,"0.00%","0.69%"
"662","2016","Illinois","Top 25",19061.53,54636.55,"31.94%","44.97%"
"663","2016","Illinois","World",59680.98,121491.99,"100.00%","100.00%"
"664","2016","Indiana","Chemicals & Allied Industries",4915.39,7161.43,"14.19%","14.46%"
"665","2016","Indiana","Machinery /Electrical/ Transportation",10073.75,4161.83,"29.07%","8.40%"
"666","2016","Indiana","Metals",0,163.14,"0.00%","0.33%"
"667","2016","Indiana","Mineral Products",392.35,0,"1.13%","0.00%"
"668","2016","Indiana","Miscellaneous",1682.6,1651.87,"4.86%","3.34%"
"669","2016","Indiana","Top 25",17283.34,13138.27,"49.88%","26.53%"
"670","2016","Indiana","Wood & Wood Products",219.24,0,"0.63%","0.00%"
"671","2016","Indiana","World",34650.96,49531.23,"100.00%","100.00%"
"672","2016","Iowa","Chemicals & Allied Industries",528.86,411.67,"4.36%","5.00%"
"673","2016","Iowa","Food and live animals",3733.08,222.63,"30.79%","2.70%"
"674","2016","Iowa","Machinery /Electrical/ Transportation",906.13,1166.59,"7.47%","14.17%"
"675","2016","Iowa","Metals",208.92,249.44,"1.72%","3.03%"
"676","2016","Iowa","Mineral Products",73.44,248.71,"0.61%","3.02%"
"677","2016","Iowa","Miscellaneous",0,140.63,"0.00%","1.71%"
"678","2016","Iowa","Plastics / Rubbers",0,70.02,"0.00%","0.85%"
"679","2016","Iowa","Top 25",5450.43,2509.7,"44.96%","30.48%"
"680","2016","Iowa","World",12122.36,8234.32,"100.00%","100.00%"
"681","2016","Kansas","Chemicals & Allied Industries",89.25,15.95,"0.88%","0.14%"
"682","2016","Kansas","Food and live animals",2793.08,177.56,"27.51%","1.59%"
"683","2016","Kansas","Footwear / Headgear",0,901.07,"0.00%","8.08%"
"684","2016","Kansas","Machinery /Electrical/ Transportation",2489.29,2709.98,"24.51%","24.31%"
"685","2016","Kansas","Metals",113.29,46.03,"1.12%","0.41%"
"686","2016","Kansas","Miscellaneous",140.44,39.11,"1.38%","0.35%"
"687","2016","Kansas","Plastics / Rubbers",0,0,"0.00%","0.00%"
"688","2016","Kansas","Raw Hides, Skins, Leather, & Furs",173.7,0,"1.71%","0.00%"
"689","2016","Kansas","Top 25",5799.04,3919.6,"57.11%","35.16%"
"690","2016","Kansas","Wood & Wood Products",0,29.9,"0.00%","0.27%"
"691","2016","Kansas","World",10154.44,11146.67,"100.00%","100.00%"
"692","2016","Kentucky","Chemicals & Allied Industries",322.77,4466.27,"1.11%","11.17%"
"693","2016","Kentucky","Food and live animals",489.76,0,"1.68%","0.00%"
"694","2016","Kentucky","Machinery /Electrical/ Transportation",15827.42,10731.36,"54.20%","26.83%"
"695","2016","Kentucky","Metals",0,281.02,"0.00%","0.70%"
"696","2016","Kentucky","Miscellaneous",544.62,902.61,"1.87%","2.26%"
"697","2016","Kentucky","Plastics / Rubbers",89.04,0,"0.30%","0.00%"
"698","2016","Kentucky","Top 25",17273.57,16381.25,"59.15%","40.96%"
"699","2016","Kentucky","World",29201.01,39995.28,"100.00%","100.00%"
"700","2016","Louisiana","Chemicals & Allied Industries",892.12,1950.23,"1.85%","6.02%"
"701","2016","Louisiana","Food and live animals",19086.17,939.94,"39.49%","2.90%"
"702","2016","Louisiana","Machinery /Electrical/ Transportation",0,145.03,"0.00%","0.45%"
"703","2016","Louisiana","Metals",0,1737.92,"0.00%","5.36%"
"704","2016","Louisiana","Mineral Products",15599.89,19239.85,"32.27%","59.35%"
